,INT0,INT1,INT2,INT3,INT4,INT5,INT6,INT7,INT8,INT9,INT10,INT11,INT12
0,2.9966100009987713,1.559165854996536,1.5883084410015726,1.2922758470012923,1.3215780499958782,1.1828970360002131,1.1760745939973276,5.857606017001672,3.009347521001473,3.3122960750042694,2.8718182890006574,3.176060307996522,3.294604826995055
1,2.8437248440022813,1.548864490003325,1.4685598100040806,1.4324889300041832,1.511706608995155,1.1891130420044647,1.259429188001377,5.579903728998033,2.979726389996358,3.1459212080008,2.9283822259967565,3.0175538479961688,3.3124102899964782
2,2.8199440620010137,1.5499303129981854,1.7421073030054686,1.3384252449977794,1.6182412359994487,1.1927639479981735,1.1646800439993967,5.884620281001844,3.0762902520000353,3.1943441609982983,3.0139944170005037,3.1431940339971334,3.1611628440005006
3,2.8239670149996527,1.553020170002128,1.4781579059999785,1.3001316849986324,1.3401254609998432,1.1799545969988685,1.1687916529990616,6.001326862999122,3.1846252369941794,3.073461143998429,2.9891503929975443,3.065969417002634,3.102359009004431
4,2.8243759560064063,1.5543361409945646,1.6083140679984353,1.297186308001983,1.3205757739997352,1.177428572998906,1.1653706139986753,5.259826391004026,3.009256051002012,3.104627339002036,2.898064132001309,3.02586647499993,3.269543778995285
5,2.8298921669993433,1.5546312549995491,1.6159225719966344,1.2975098629976856,1.4435861879974254,1.1732302800010075,1.1697335460048635,5.282516531995498,3.0831912310022744,3.1987244519987144,3.013559109000198,2.962003314998583,3.3142439130024286
6,2.840853567002341,1.556016060996626,1.6211386369977845,1.2976140280006803,1.4456679539944162,1.1766793629940366,1.1689835490033147,5.325563348997093,3.0164785960005247,2.964901847000874,3.0133400410049944,3.1727660539982026,3.2189411979998113
7,2.8490775490063243,1.5536648339984822,1.6145845739956712,1.2955178979973425,1.4513830510040862,1.1949192660031258,1.3138297769983183,5.945925838001131,3.083173867998994,2.98495870300394,3.0064379169998574,3.0613678290028474,3.1547758400047314
8,2.8320761709983344,1.5624588499995298,1.6148646389992791,1.300371172001178,1.3908159880011226,1.18522685199423,1.3048071570010507,3.933678758003225,3.028496865001216,2.945452687003126,3.233489833000931,3.143438403996697,3.2983464429999003
9,2.8050293530031922,1.5528637130046263,1.6165954079988296,1.318545914000424,1.4549300680009765,1.183309284002462,1.1679622369993012,5.6707256070003496,3.0904087529997923,3.0113106820062967,3.067392267003015,3.1541740290049347,3.161591299001884
10,2.829304250997666,1.5589044000007561,1.6077926170037244,1.2977705669982242,1.4130108449971885,1.1786919009973644,1.18169900799694,5.851812133005296,3.1214664409999386,2.9731607639987487,3.0516232239970122,3.0036647290035035,2.981862364002154
11,2.834221699995396,1.5513497660067515,1.6213435329991626,1.3006358839993482,1.4937925830017775,1.1850528200011468,1.1713233400005265,5.620859064001706,3.1157798760032165,2.9803829540032893,3.1087493029990583,2.976040711000678,2.8868745399959153
12,2.8284490989972255,1.552666481002234,1.6114497359958477,1.2961720360035542,1.3701026310009183,1.1835988120001275,1.1770978120039217,5.4074251849961,3.08629347000533,3.082546875004482,2.9778840349972597,3.0572597790014697,3.1092501820021425
13,2.8368710140057374,1.560056631999032,1.6176955819973955,1.2906513209964032,1.2285596479996457,1.4906523749959888,1.2353162500003236,5.5309430150009575,3.022878349001985,2.9446451729963883,3.1867215180027415,2.9785496249969583,3.021507521996682
14,2.8392227869990165,1.5497786060004728,1.6233942950057099,1.2943352459988091,1.4691090080013964,1.4230461069964804,1.2631722480000462,5.470146676998411,3.087461021998024,2.907859719998669,3.106650504996651,3.1498998180031776,3.1696040500028175
15,2.82495067200216,1.5615200369938975,1.6122108790004859,1.3606240910012275,1.3192065179973724,1.3581485519971466,1.2263954859954538,5.47625515099935,3.1185395899956347,3.098008105996996,2.9890402460005134,3.0515449329977855,3.055924514999788
16,2.8304987990049995,1.559628173999954,1.6093356380006298,1.3332722280028975,1.4196005049961968,1.2170218559986097,1.1654766860010568,5.562434310995741,3.018990502001543,3.008798722003121,3.1907303530024365,3.1621947189996717,3.2380573860064032
17,2.8229597059980733,1.5659339999983786,1.597540641996602,1.3462714459965355,1.4186380060054944,1.1763768029995845,1.1674962820034125,5.509140315996774,2.9779600990004838,3.1424135909983306,3.0102238600011333,3.0454425499992794,3.026278809993528
18,2.859482971995021,1.5519147080049152,1.6186377800040646,1.2949559180051438,1.400710137000715,1.179657357002725,1.1701099880010588,5.641918563997024,3.037221008002234,3.1059502179996343,3.1308690959995147,3.192858428003092,3.1743235920002917
19,2.8346743160000187,1.5443699919997016,1.6203658309968887,1.3083161750037107,1.3901712559963926,1.1828456779985572,1.1694949109951267,5.49213446900103,3.1425689250027062,3.1589647629953106,3.0634156209998764,3.17955411800358,3.1292061179992743
20,2.8147726050010533,1.5550705850037048,1.6080416069962666,1.306526374995883,1.5011543720029294,1.1844878900010372,1.1734888310020324,5.517656992000411,3.216806570002518,3.314990511003998,3.1957062180008506,3.09846072900109,3.039844933002314
21,2.8203854840030544,1.5569728640039102,1.602181609996478,1.3055179610018968,1.6401583400001982,1.1838702260065475,1.1726959840016207,5.510125574000995,3.073630539998703,3.12653723800031,3.2653750329991453,3.0817913400023826,3.008212476001063
22,2.8358427030034363,1.5491206529986812,1.6099209009989863,1.3104221550020156,1.4584790539956884,1.1811849860023358,1.160925958000007,5.735324185996433,3.1022849669971038,3.153321903999313,3.17547472500155,3.1470508410056937,3.0489814829998068
23,2.827527781999379,1.5523458560055587,1.6169883269976708,1.3725351940011024,1.4688985329994466,1.1853408399983891,1.17403596600343,5.773678065997956,3.121982783995918,3.121452234001481,3.1351287069992395,3.2979387510058586,3.0486681390029844
24,2.826988517001155,1.5764725870030816,1.6181924619959318,1.5064194570004474,1.4800145170011092,1.1797546000016155,1.1692637300002389,5.468348686001264,3.2169321670007776,3.084246288999566,3.2296570660037105,3.2499425779969897,3.089090107001539
25,2.875269905998721,1.5615022089987178,1.6136930790016777,1.4240405750024365,1.4598660860065138,1.1720127509979648,1.1880726820018026,5.427530544002366,3.1966218920060783,3.0260066550035845,3.185926516998734,3.0887651280063437,3.1834997170008137
26,2.8185339690026012,1.5974929290023283,1.6136215270016692,1.304382185000577,1.4512407679940225,1.1776503970031627,1.2070689389947802,5.455037392996019,3.074927639994712,3.005539942001633,3.075037586997496,3.0999473750052857,3.029330730001675
27,2.828288414006238,1.7114294650018564,1.6121853169970564,1.2925473729992518,1.453007534997596,1.176723338001466,1.1815399349943618,5.499804108003445,3.0274044059988228,2.995574505002878,2.9228955790022155,3.142959160002647,3.069393168996612
28,2.832108736001828,1.6496113079992938,1.6348822779982584,1.3085601389975636,1.3944580870011123,1.1851679780011182,1.1856138800067129,5.432783293996181,3.0209993929966004,3.0130577589952736,3.0503628719961853,3.185330783002428,3.0696106090035755
29,2.8496862829997553,1.6195489580059075,1.6157632939939504,1.2988228279937175,1.575281298995833,1.1809836280008312,1.2149385209995671,5.267768609002815,3.0662494089992833,3.0601367130002473,3.111270400993817,3.216759982999065,3.1483077369994135
30,2.8179943840004853,1.7914786159963114,1.614972917996056,1.3041482769986033,1.4315611720012384,1.1733053689968074,1.176035465003224,2.9459371460034163,3.0192596279957797,3.1763434120002785,3.0382620579985087,3.232051503000548,3.2914885909995064
31,2.839891745003115,1.7616533399996115,1.6160232859983807,1.3065683189997799,1.467380410998885,1.1843142209982034,1.175548377999803,3.293298552001943,3.199788596997678,3.044477700997959,3.0771757740003522,3.201541640999494,3.0533463250030763
32,2.8402263989992207,1.585215737002727,1.612724831000378,1.391320454000379,1.4768464080043486,1.1885610040044412,1.1766737969956012,3.5474551699953736,3.165525696000259,3.1380775779980468,3.0788885280053364,3.134674888002337,3.0507983599964064
33,2.8299686619939166,1.5758394209988182,1.6219697459964664,1.608554272002948,1.6170062399978633,1.1812523730040994,1.1686718560013105,3.4036346030043205,3.0791860339959385,3.1636453479950433,2.9653301389989792,3.1369671970023774,3.0141858310016687
34,2.832052999998268,1.568663681995531,1.611683338000148,1.297283690997574,1.4490782409993699,1.173912220998318,1.172459715999139,3.0798758000019006,3.0683406550015206,3.2342216429969994,2.968852088000858,3.141777971999545,3.166458788997261
35,2.8272118370005046,1.693307804001961,1.6115987869998207,1.423328249999031,1.2474234300025273,1.1801212559948908,1.1725141390052158,3.2413949640031205,3.0296521030031727,3.361863922997145,3.0983798149973154,3.1464903179949033,3.2702208229966345
36,2.8218782690018998,1.6614414750001743,1.6073317099944688,1.5191735920016072,1.2960123649972957,1.1769201429997338,1.18735351000214,3.1698813599941786,3.041647236001154,3.384070170002815,3.04475230800017,3.2446313969994662,3.1914544559986098
37,2.8448781429979135,1.6145790989976376,1.6025639330036938,1.3796436140037258,1.4328472019988112,1.1831358220006223,1.1675573729953612,3.23203991700575,3.0801993640052387,3.2234763039959944,2.9709077189982054,3.1708218030034914,3.2189417449990287
38,2.845452079003735,1.6095356890000403,1.6152182490041014,1.3692203230020823,1.2939239970000926,1.1746144930002629,1.174355587005266,3.505626296995615,3.0195450320024975,3.173358150997956,2.9620081140019465,3.087216599000385,3.0675888460027636
39,2.822857204002503,1.6162806289939908,1.635005167001509,1.5733819430024596,1.2385015129984822,1.1897759290004615,1.261164182003995,2.7773523569994722,3.0368520740012173,3.1885935419995803,2.992872986003931,3.1240408020021277,3.1888162670002203
40,2.8293374460045015,1.58571048900194,1.7355916500018793,1.564399233997392,1.2304044409975177,1.184010033000959,1.3029318359986064,1.9321456190009485,3.1009657249960583,3.347247124002024,2.7829501739979605,3.20176446899859,2.980189125999459
41,2.831184103000851,1.6033859820017824,1.7171630279990495,1.4602473380000447,1.4765183749987045,1.1814794229940162,1.2601808179970249,2.0159128209998016,2.985605196998222,3.3358584179950412,2.9283164649968967,3.143230183995911,3.013431617000606
42,2.825893448003626,1.6198582720026025,1.8089254439983051,1.2993113420016016,1.3194875590052106,1.181477107005776,2.2206062559998827,1.8524364340046304,2.9371639090022654,3.248285430003307,2.9235909469934995,3.1829903180041583,2.975863569001376
43,2.8276749910000945,1.5965910369995981,1.662067258002935,1.2992127399993478,1.4438601250003558,1.190056886000093,2.022769518996938,4.912040060000436,2.9572869850017014,3.066450166996219,2.948079284004052,3.243475492003199,2.955710201000329
44,2.849672013995587,1.627815808999003,1.659585490997415,1.3037868799947319,1.425497620999522,1.185259515994403,1.9419431409987737,5.235005495000223,3.244681935000699,3.1176265480025904,2.959577001995058,3.301800371002173,3.044707302004099
45,2.826856367995788,1.6116602870024508,1.6817630930017913,1.6614941619991441,1.381020526001521,1.1762765449966537,1.9262280830007512,3.205434203002369,3.2532913890026975,3.1139579209993826,2.864127429005748,3.198259935998067,3.0544625379989156
46,2.8398427659994923,1.5780511060002027,1.4541661399998702,1.5046150720008882,1.271777531997941,1.1774602520017652,1.9170422160023008,2.9413570319957216,3.295385442994302,3.1003927780038794,2.9870124209992355,3.3513646259962115,3.0654818740003975
47,2.8319131970056333,1.7997424670029432,1.4741528689992265,1.546642111003166,1.2259143869960099,1.1895011560045532,1.9234184740053024,3.056319248993532,3.13203115700162,3.166075126006035,3.0711169350033742,3.24994994699955,3.168271417001961
48,2.846419697998499,1.9080484400037676,1.6123829779971857,1.5017836650004028,1.2202644960052567,1.1989686649976647,1.9081302310005412,3.2512645079987124,3.15450890899956,3.274497086997144,3.10140271900309,3.32110626600479,3.216678281998611
49,2.8257758209947497,1.8231042449988308,1.6442095969978254,1.548275000997819,1.2198426039976766,1.1795918439966044,1.8959280280032544,3.001664092000283,3.0777025269999285,3.1554146179987583,2.8453996470052516,3.2054215770040173,3.1085111600041273
50,2.818498904001899,1.744183142996917,1.7340191410039552,1.5581779439962702,1.2264524749989505,1.1811231450046762,1.9374932169957901,3.0629998139993404,3.0288057360012317,3.3018693720005103,2.959269036000478,3.171661773994856,3.1233204989985097
51,2.835511385004793,1.8228437880025012,1.6176713849999942,1.453891762001149,1.2250415410017013,1.198828296001011,1.9022593749978114,3.587015345998225,3.1321549140047864,3.090411058998143,2.9564912479982013,3.1469374440057436,3.2887173609997262
52,2.817843996999727,1.7107041189956362,1.4034191879982245,1.6898725099963485,1.2381322180008283,1.2754923009997583,1.923826177000592,3.0461837929979083,3.194849063998845,3.0443732109997654,3.035297761001857,3.0221115080057643,3.3232521549944067
53,2.8193800980006927,1.7565781610028353,1.378171641001245,1.6327581579971593,1.2376620860013645,1.4227909180044662,1.914758974002325,3.51042962000065,3.0918089330007206,3.010200401004113,2.9358762839983683,3.0080935770020005,3.1580225030047586
54,2.834369725002034,1.8878350720042363,1.373885816996335,1.502830334000464,1.2213858989998698,1.3562072959975922,1.9232313409956987,3.186202519995277,3.1842049949991633,3.2200118970067706,3.23394375800126,3.0501396599938744,3.1205596319996403
55,2.8162801720027346,1.7082733839997672,1.3757478970001102,1.6471309949993156,1.2249291840053047,1.2846803089996683,1.965573770001356,3.2638950900000054,3.204056444003072,3.125533768994501,3.238780150000821,3.0372239319985965,3.017719269999361
56,2.8398117760007153,1.8020766469999216,1.3779956379948999,1.5245691139934934,1.2136906279993127,1.1864512960019056,1.8996476319953217,4.256621908003581,3.089567883995187,3.187814566997986,3.1099662620035815,2.9903482029985753,2.971654316999775
57,2.8567085009999573,2.0365327959952992,1.375718761999451,1.5175977809994947,1.2299620789999608,1.1780227240014938,1.91661110700079,3.301270009003929,3.0208403210053802,3.38056522700208,3.0883662630003528,2.989961437000602,2.9929627320016152
58,2.8623788760014577,1.8916901839984348,1.363932330001262,1.5157061620047898,1.219128308002837,1.1886512939963723,1.8917981299964595,5.956897014002607,3.0036651490008808,3.3181508400011808,3.0110874319943832,3.03716023999732,3.0087251869990723
59,2.8278533639968373,1.9189730340003734,1.3638583490028395,1.484236308002437,1.227498974003538,1.1993057590007083,1.894171350999386,3.3734388090015273,2.98823498999991,3.2016287189981085,3.143491732997063,2.948076567001408,3.006576232997759
60,2.855047322998871,2.0565344679998816,1.3760168709995924,1.481026876004762,1.2244070110027678,1.1809942620020593,1.9127626859990414,3.1327726320014335,3.0040538550019846,3.176262653003505,3.114028795993363,3.0440898699962418,3.155910816996766
61,2.832101471001806,1.9800161210005172,1.388247669005068,1.455356556994957,1.2316464579998865,1.1840876880014548,1.9215843339989078,2.6157034849966294,3.0038315109995892,3.2189161260030232,3.117164101000526,3.0564264900021954,3.184276640000462
62,2.8467546070023673,1.9374027450030553,1.3854266499984078,1.3194329260004451,1.222860148998734,1.1804675130042597,1.8834182819991838,3.240211945005285,2.9801924639978097,3.1716802259979886,3.1281798700001673,3.04512233499554,2.9555669490000582
63,2.8295252099997015,1.7122457780060358,1.3713307919970248,1.3089653419956448,1.257071874999383,1.1856721820004168,1.9164849250009866,3.0886099979979917,3.070163866999792,3.2736829860004946,3.0601667360024294,2.9893807940025,3.1036059649995877
64,2.843097659002524,1.9483276280006976,1.3743132169984165,1.3003297879986349,1.371897238001111,1.1880363960008253,1.8943785289957304,3.124991652999597,2.929838459000166,3.15736429199751,3.164092642000469,3.1095101300015813,3.264890145001118
65,2.8487840960005997,1.8527582319948124,1.3715750980045414,1.3256372559990268,1.271330138995836,1.1929949529949226,1.9556971330021042,3.142709558000206,3.037167018999753,3.1659046940039843,3.0711300870025298,2.9717839199947775,3.2338604789983947
66,2.8443923869999708,1.6859432230048697,1.3708548569993582,1.5158735700024408,1.22809651800344,1.6616224899989902,1.9398594989979756,3.052585857003578,3.110587395996845,3.0622590460043284,3.1284291229967494,3.2824230679980246,3.1636106649966678
67,2.8381123290018877,1.6138106049984344,1.3716560419998132,1.5445386829960626,1.222645272006048,1.6663584630005062,1.9226081489978242,3.056138143998396,3.160241331999714,2.967254007999145,3.05247855700145,3.1679014679975808,3.0802458499965724
68,2.8400574560000678,1.7017014090015437,1.3856389409993426,1.5408869980019517,1.2238012129964773,1.4013872930008802,1.9007605989972944,3.1020094149935176,3.307030060001125,3.1008905569979106,3.2047410209997906,3.2546283779956866,2.9244415649955045
69,2.816498373002105,1.8236341420051758,1.4939463549962966,1.7641499990058946,1.2294235859953915,1.4800463250066969,1.919363263004925,3.1969599049989483,3.1583893640054157,3.211392174998764,3.038465991994599,3.2186534510037745,3.0137993299940717
70,2.8334039420005865,1.6713669979944825,1.593168172003061,1.6433431010009372,1.2169648809940554,1.3954108320031082,1.910225163999712,3.26695460400515,3.127996344002895,3.2253022579971002,3.2356813750011497,3.2505777129990747,3.0750606809961027
71,2.839998301999003,1.6295962760050315,1.430061826002202,1.590515427000355,1.2238315609938581,1.4033055440013413,1.873149179002212,3.06297920900397,3.2156754690004163,3.0951838369946927,3.1619824070003233,3.391024558994104,3.036078354001802
72,2.840244114995585,1.6782479559988133,1.3804213680050452,1.5152525220037205,1.2280892540002242,2.368320016998041,1.9134810260002268,3.260898394000833,3.3747725719949813,3.1091137519979384,2.9956956570022157,3.239534681000805,3.2405049740045797
73,2.822638975994778,1.8151960100003635,1.47038444300415,1.531247134997102,1.2261201229994185,1.8073514660063665,1.9051003700005822,3.0790673500014236,3.103547892998904,3.24566765200143,2.9569479639976635,3.219634388005943,3.1037801999991643
74,2.8433915979985613,1.8623025349952513,1.6437659289949806,1.3662143069959711,1.2223016019997885,2.0851430430047913,1.9070420650023152,3.1613263500039466,3.3316169589961646,3.293461777997436,2.9292070730007254,2.9456151810009032,3.360733818997687
75,2.8328977119963383,1.8105920419984614,1.6348601749996305,1.4185401880022255,1.229149436003354,1.7256899200001499,1.966959229001077,3.1663384589992347,3.062169927005016,3.2149938449947513,2.9544953939985135,2.9978472760049044,3.16309048000403
76,2.8141251080014626,1.8858344449981814,1.6216361609986052,1.4124917150038527,1.2219180100000813,2.182298437001009,2.9704982319963165,3.2254817779976293,3.044064140995033,3.2494583269944997,2.9751936289976584,2.987687945998914,3.0931880209973315
77,2.8174092179979198,1.9617202350054868,1.6240456090017688,1.5228079699954833,1.2323331989973667,1.8170578939971165,3.288035443001718,3.210857733996818,3.0393720759966527,3.212457155001175,3.1033755419994122,3.018335767003009,3.051363752994803
78,2.83440427199821,1.886009280999133,1.6120056549989386,1.5172871859977022,1.2322093660040991,1.6422359620046336,3.6017265999980737,3.0314805789967068,3.1525736929979757,3.155104844001471,2.986322436001501,3.035482815997966,2.9826541139991605
79,2.836396896993392,1.8236982529997476,1.6413374100011424,1.4779738320066826,1.220854810999299,1.5872821989978547,4.198268399995868,3.0644053000069107,3.0880360869996366,3.2712754149979446,3.0582800050033256,3.0123051080008736,3.039332664004178
80,2.843529068006319,1.8987773789995117,1.6271327499998733,1.545337096998992,1.3645429460011655,1.5909086050014594,4.604990314001043,3.0521180229989113,3.1319909390003886,3.152267085002677,3.1695756019980763,2.9510809740022523,3.0930372639995767
81,2.8381694169947878,1.8668873560018255,1.6344964289964992,1.5183623539996915,1.4514538990042638,1.7558186880050926,4.311991801005206,3.102235024998663,3.0349892740050564,3.2141401860062615,3.1392652060021646,2.9387599019974004,3.0072012820019154
82,3.4016358040025807,1.8798922239948297,1.6302521800025715,1.4221882639976684,1.4774505820023478,1.680250455996429,4.741448120003042,3.1318486529999063,3.158994621997408,3.2320327060006093,3.227662111996324,2.989092044001154,3.133865281000908
83,3.405160113994498,2.0305307829985395,1.6806477900026948,1.4437559319994762,1.430762563002645,1.4118805670004804,4.738519244005147,3.319961090994184,3.1403314159979345,3.1733393640024588,3.1121596440061694,3.133182190998923,3.334565584998927
84,3.3139884759948472,1.9308285190054448,1.4907326390020899,1.3574595809986931,1.2685119660018245,1.4531967739967513,4.6015381180041,3.30122055800166,3.176724690005358,3.198274153000966,3.143612136998854,3.0877361059974646,3.312843455998518
85,3.1626361700036796,1.8624950629964587,1.3663639920050628,1.4185036510025384,1.2172995840010117,1.408525090002513,4.782320282996807,3.314234838995617,2.9885933240002487,3.162936982997053,3.2772924390010303,3.139071181998588,3.1177512650028802
86,3.3497121990003507,1.92814704200282,1.7221817129975534,1.5811734680028167,1.2294460229968536,1.3127051389965345,4.907470976002514,3.222173620000831,2.9803301339998143,3.1925607379962457,3.07330110300245,3.018153031000111,3.0183230839975295
87,3.1093969799985643,2.0132431009988068,1.5650992279988714,1.617260251994594,1.458195933002571,1.410174692995497,4.71152883600007,3.259475269005634,3.014645796996774,3.114990754002065,3.1811924840003485,3.262634994003747,3.0933831869988353
88,2.8284003540029516,2.006232043997443,1.5811203800039948,1.4571661559966742,1.4119976090005366,1.3269569000040065,4.691092553999624,3.301118007999321,3.0698469659982948,3.164765230998455,3.1119575460033957,2.945234121994872,3.046342943998752
89,2.829645967001852,2.0252676120071555,1.5962253539983067,1.5410516880001524,1.2546713749979972,1.336370867000369,4.7152382459971705,3.265566444999422,3.1145931520004524,3.0117905719962437,3.181672653001442,2.8646488309968845,2.9908708199945977
90,2.8359852219946333,2.011707136000041,1.58477885100001,1.568091547000222,1.232021939002152,1.2315341229987098,4.649673342995811,3.1384515070021735,3.09198665599979,3.147172370001499,3.2252611170042655,2.9807914800039725,3.0367390399987926
91,2.829755902996112,2.031328917997598,1.4350104019977152,1.5614781490003224,1.222601544999634,1.2321989739939454,4.625733010994736,3.1801509729993995,3.1565803999983473,3.1544712760005496,3.1211937710031634,2.894195568005671,3.0308769490002305
92,2.821129487005237,1.9907226279974566,1.3605259190007928,1.3829065329991863,1.2219900950003648,1.3104695520014502,5.097676810997655,3.1015172219995293,3.2070049790054327,2.9688972829972045,2.9919957629972487,3.005275369003357,3.0588977659936063
93,2.839201007001975,1.840929967998818,1.371107036000467,1.5412611110004946,1.2285110090015223,1.309450732995174,5.3493817819980904,3.012538267998025,3.2418600029996014,2.900898428997607,3.0240927940030815,3.00902168200264,3.24778215400147
94,2.8531344270013506,1.8664835290037445,1.3671740540012252,1.5822985300037544,1.2239970469963737,1.1861130399993272,5.207283669005847,2.9556731560005574,3.3146803120034747,3.104204833995027,3.0047018350014696,3.0508350620002602,3.2394051179944654
95,2.8267746419951436,1.8535157919977792,1.3528063090052456,1.5406574320004438,1.2252663950057467,1.194664571004978,5.736874164998881,2.967864780999662,3.3181906180034275,2.957912858997588,3.0909148179998738,3.072037366000586,3.1137276480003493
96,2.8257201870001154,1.7074849389973679,1.3660223679980845,1.3455413390038302,1.2320517039988772,1.180641724000452,5.500260095999693,2.9746372760055237,3.164890981002827,2.9519257260035374,3.0200448100003996,3.045203018002212,3.1168089610000607
97,2.806916267996712,1.7079047939987504,1.3731386459985515,1.5388412089960184,1.222100806000526,1.189183934002358,5.357767947003595,3.052404943999136,3.2617850979950163,3.0935908520041266,3.278050393004378,3.02803279300133,3.1611014700029045
98,2.834039332003158,1.7821459600017988,1.3646458799994434,1.3585035069991136,1.224196942996059,1.329641434000223,6.290880104999815,2.924195020001207,3.243424113999936,3.0025595420011086,3.304869243002031,3.170614957998623,3.0657504280025023
99,2.836579319999146,1.853066536001279,1.3597410969960038,1.2958281100000022,1.2256699639983708,1.2316480469962698,5.938492911001958,3.005495568999322,3.19695581200358,2.8631332090008073,3.1723193079960765,3.1692061810026644,3.141017677000491
